0.70788 -0.770694 1
0.849318 -0.784104 1
0.789851 -0.818342 1
0.611036 -1.001694 1
0.61731 -1.15549 1
0.8488 -0.600364 1
0.776811 -0.60227 1
0.777428 -1.410775 1
0.705919 -0.722078 1
0.876484 -0.711918 1
1.090503 -0.669942 1
0.965536 -0.70049 1
0.933773 -1.718069 1
0.940983 -1.544677 1
1.032554 -1.685422 1
1.091713 -0.903968 1
1.125492 -1.026525 1
1.106004 -1.496206 1
1.023614 -0.920612 1
0.927656 -0.987469 1
1.007473 -1.275865 1
1.029298 -1.33452 1
1.074369 -0.840087 1
0.969772 -0.882879 1
0.905869 -1.48307 1
0.967538 -0.705862 1
0.835797 -1.541313 1
0.922239 -1.492764 1
0.597743 -0.904019 1
0.63746 -1.329709 1
0.812566 -1.292743 1
0.620176 -1.091889 1
0.776707 -1.282831 1
0.710059 -0.994272 1
0.942134 -1.404267 1
0.874767 -1.276429 1
0.833959 -1.368118 1
0.485705 -0.960748 1
0.431622 -0.711756 1
1.18858 -1.17156 1
1.229417 -1.122161 1
0.252731 -0.865664 1
0.373109 -0.77345 1
1.097128 -1.198871 1
0.348683 -1.194184 1
0.295568 -1.103855 1
1.344932 -1.34986 1
1.290735 -1.339628 1
1.044817 -1.403671 1
1.087835 -1.384291 1
0.269938 -1.411064 1
0.420665 -1.367571 1
1.153142 -1.501392 1
0.425375 -1.358539 1
0.339609 -1.210762 1
1.086941 -1.386857 1
1.220502 -1.349301 1
1.200602 -1.453635 1
0.492379 -1.539495 1
1.234549 -1.545934 1
0.509269 -1.645335 1
0.608394 -1.636949 1
1.198057 -1.355715 1
1.147862 -1.455119 1
0.7186 -1.583845 1
1.271798 -1.357171 1
0.779543 -1.540746 1
1.225831 -1.500631 1
1.036128 -1.6322 1
0.732901 -1.844836 1
0.988036 -1.622524 1
1.125073 -1.548101 1
0.613519 -1.867563 1
0.753324 -1.774972 1
0.911602 -1.252337 1
0.959831 -1.385932 1
0.444927 -1.695652 1
0.583734 -1.786986 1
1.028223 -1.167826 1
0.613244 -1.725747 1
1.246184 -1.165918 1
0.700446 -1.763155 1
0.759659 -1.699347 1
1.185528 -1.126841 1
1.328538 -1.051604 1
0.530129 -1.441926 1
1.256784 -1.078204 1
1.116651 -1.190824 1
1.301579 -0.923902 1
1.293504 -1.015427 1
0.329434 -1.523835 1
1.288053 -1.027124 1
1.352433 -0.998108 1
0.084381 -1.504029 1
-0.104296 -1.305838 1
-0.015887 -1.423268 1
0.944672 -1.12585 1
1.110865 -1.062531 1
0.043996 -1.343075 1
0.012818 -1.497922 1
1.0296 -0.942842 1
-0.055611 -1.470221 1
-0.097068 -1.442362 1
1.146602 -0.740629 1
1.117326 -0.8896 1
1.123443 -0.842113 1
1.148343 -0.833285 1
-0.286277 -1.057114 1
1.068298 -0.855988 1
-0.334367 -1.09362 1
0.8635 -0.812084 1
-0.287979 -0.988746 1
0.703863 -0.974991 1
-0.414485 -0.954976 1
0.477185 -0.809132 1
0.582405 -1.053506 1
-0.621403 -1.068188 1
-0.468854 -1.101128 1
0.586011 -1.043633 1
0.583662 -0.878063 1
0.442831 -1.126983 1
-0.725914 -0.857848 1
-0.863411 -0.93279 1
0.25921 -1.056123 1
0.296069 -1.017904 1
-0.826676 -0.935326 1
0.256793 -1.189484 1
0.295742 -1.183248 1
-0.999535 -1.250101 1
-0.065754 -0.941783 1
-0.072666 -1.057258 1
0.061465 -0.985802 1
-0.104855 -1.073023 1
-0.965234 -1.575064 1
-0.242494 -1.205073 1
-0.274302 -1.091735 1
-0.834216 -1.605328 1
-0.149421 -1.06606 1
-0.899556 -1.551285 1
-0.854518 -1.431318 1
-0.334199 -1.177942 1
-0.828138 -1.480539 1
-0.541434 -1.491189 1
-0.491443 -1.372105 1
-0.526299 -1.412443 1
-0.639585 -1.535999 1
-0.631979 -1.804162 1
-0.725429 -1.784543 1
-0.307887 -1.651317 1
-0.588396 -1.641273 1
-0.781698 -1.511427 1
-0.22923 -1.710175 1
-0.288337 -1.567037 1
-0.617004 -1.625744 1
-0.457113 -1.510328 1
-0.564526 -1.465403 1
-0.037797 -1.747995 1
-0.278065 -1.381156 1
-0.412521 -1.282808 1
-0.390172 -1.475539 1
0.149944 -1.734198 1
-0.33983 -1.280533 1
0.170376 -1.692308 1
0.123164 -1.782056 1
-0.094436 -1.28886 1
-0.193675 -1.27026 1
-0.254701 -1.142105 1
-0.080563 -1.802878 1
-0.035219 -1.677314 1
-0.250217 -1.075504 1
-0.211494 -1.119868 1
-0.141561 -1.572055 1
-0.18308 -1.553486 1
-0.291657 -0.852659 1
-0.420887 -0.719015 1
-0.39234 -1.79771 1
-0.39165 -1.639293 1
-0.307076 -1.827778 1
-0.587891 -0.813417 1
-0.560904 -0.636598 1
-0.483693 -1.854965 1
-0.356112 -1.750645 1
-0.633084 -0.62859 1
-0.632268 -0.773111 1
-0.285896 -1.866128 1
-0.552945 -0.675048 1
-0.435885 -1.830587 1
-0.558697 -0.740171 1
-0.435834 -1.869389 1
-0.637923 -0.645931 1
-0.327985 -1.554041 1
-0.407426 -1.708457 1
-1.016119 -0.633371 1
-0.871354 -0.7094 1
-0.057186 -1.814123 1
-0.919577 -0.619517 1
-0.019952 -1.750456 1
-0.005388 -1.70855 1
0.030352 -1.86146 1
0.002686 -1.800359 1
-1.160008 -0.826598 1
-1.174351 -1.087065 1
-1.33088 -0.940725 1
-1.236637 -0.99089 1
0.12209 -1.47484 1
0.089351 -1.456145 1
0.236405 -1.418293 1
-1.318097 -0.949239 1
0.012481 -1.373136 1
-1.090796 -0.939602 1
-1.258204 -0.902262 1
0.016822 -1.438655 1
-0.057426 -1.525106 1
-0.117144 -1.345506 1
-1.155091 -1.050855 1
-0.187428 -1.439039 1
-0.90872 -0.99173 1
-1.048 -1.027484 1
-0.206142 -1.33904 1
-1.032212 -0.844403 1
-1.033687 -0.999162 1
-0.183665 -1.490994 1
-0.237074 -1.396398 1
-1.131343 -1.361233 1
-0.088031 -1.337442 1
-1.104422 -1.528539 1
-1.025134 -1.426578 1
-0.159759 -1.19296 1
-0.914003 -1.539401 1
-0.900461 -1.474825 1
-1.019208 -1.250214 1
-0.935184 -1.337009 1
-0.395049 -1.346041 1
-0.865146 -1.148678 1
-0.816893 -1.314438 1
-0.686884 -1.647273 1
-0.588221 -1.514941 1
-0.644775 -1.017283 1
-0.616382 -1.624797 1
-0.662699 -1.039657 1
-0.765809 -1.125852 1
-0.757573 -1.069539 1
-0.803574 -0.887567 1
-1.084234 -1.621442 1
-0.864167 -0.831324 1
-0.989487 -0.670825 1
-0.932961 -0.724219 1
-1.330054 -1.293901 1
-1.261625 -1.41714 1
-1.297983 -0.994898 1
-1.17851 -0.882595 1
-1.148633 -0.785275 1
-1.027285 -0.797777 1
-1.122474 -1.27253 1
-1.285694 -1.294283 1
-1.177859 -0.828693 1
-1.258943 -1.225134 1
-0.933214 -0.955841 1
-0.921568 -1.207833 1
-0.94786 -0.975678 1
-1.176668 -1.510854 1
-0.912159 -1.54325 1
-1.047888 -1.43824 1
-0.697435 -0.928063 1
-1.044751 -1.489439 1
-1.0535 -1.310197 1
-0.555989 -1.200289 1
-0.928839 -1.32189 1
-0.85944 -1.261294 1
-0.472823 -0.952721 1
-0.437438 -1.119005 1
-0.99621 -1.271766 1
-0.50726 -1.064886 1
-1.157873 -1.165372 1
-1.067393 -1.310279 1
-0.981168 -1.421694 1
-1.110491 -1.311083 1
